utility_id_ferc1,plant_name_ferc1,utility_name_ferc1,capacity_mw,plant_table
63,*la station #1,"entergy gulf states louisiana, l.l.c.",148.0,f1_steam
63,*la. sta. #1 unit 4a,"entergy gulf states louisiana, l.l.c.",129.0,f1_steam
63,*la. station #1,"entergy gulf states louisiana, l.l.c.",148.0,f1_steam
63,*lewis creek,"entergy gulf states louisiana, l.l.c.",544.0,f1_steam
63,*louisiana sta. #2,"entergy gulf states louisiana, l.l.c.",175.0,f1_steam
63,*neches,"entergy gulf states louisiana, l.l.c.",296.0,f1_steam
63,*r.s.nelson uts.3&4,"entergy gulf states louisiana, l.l.c.",755.0,f1_steam
63,*roy s. nelson #3&4,"entergy gulf states louisiana, l.l.c.",755.0,f1_steam
63,*roy s. nelson unit,"entergy gulf states louisiana, l.l.c.",430.0,f1_steam
63,*roy s. nelson unit6,"entergy gulf states louisiana, l.l.c.",430.0,f1_steam
63,-----,"entergy gulf states louisiana, l.l.c.",,f1_steam
63,0,"entergy gulf states louisiana, l.l.c.",0.0,f1_steam
63,0.0000,"entergy gulf states louisiana, l.l.c.",0.0,f1_steam
63,river bend unit 1,"entergy gulf states louisiana, l.l.c.",725.0,f1_steam
63,roy s. nelson #3&4,"entergy gulf states louisiana, l.l.c.",755.0,f1_steam
64,hardee power,hardee power partners limited,349.0,f1_steam
64,hardee power station,hardee power partners limited,349.0,f1_steam
65,none,"hawaiian electric company, inc.",0.0,f1_gnrt_plant
67,beebe holbrook,holyoke water power company,0.5,f1_gnrt_plant
67,boatlock,holyoke water power company,2.9,f1_gnrt_plant
67,chemical,holyoke water power company,1.6,f1_gnrt_plant
67,hadley falls,holyoke water power company,30.8,f1_hydro
67,holyoke 1st level canal,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke 2nd level canal,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke 2rd level canal,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke 3rd level canal,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke canal system,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke masonry dam,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke no. 1 overflow,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke no. 2 overflow,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke no. 3 overflow,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke no. 4 overflow,holyoke water power company,0.0,f1_gnrt_plant
67,holyoke no. 5 overflow,holyoke water power company,0.0,f1_gnrt_plant
67,hydro,holyoke water power company,0.0,f1_gnrt_plant
67,hydro:,holyoke water power company,0.0,f1_gnrt_plant
67,main gate house:,holyoke water power company,0.0,f1_gnrt_plant
67,main gatehouse:,holyoke water power company,0.0,f1_gnrt_plant
67,mt tom,holyoke water power company,136.0,f1_steam
67,riverside,holyoke water power company,7.6,f1_gnrt_plant
67,skinner,holyoke water power company,0.3,f1_gnrt_plant
67,south hadley canal,holyoke water power company,0.0,f1_gnrt_plant
68,cedar bayou,"centerpoint energy houston electric, llc",2295.0,f1_steam
68,common - all plants,"centerpoint energy houston electric, llc",0.0,f1_steam
68,common all plants,"centerpoint energy houston electric, llc",0.0,f1_steam
68,common-all plants,"centerpoint energy houston electric, llc",,f1_steam
68,deepwater,"centerpoint energy houston electric, llc",187.9,f1_steam
68,greens bayou,"centerpoint energy houston electric, llc",446.4,f1_steam
68,h o clarke,"centerpoint energy houston electric, llc",96.0,f1_steam
68,h. o. clarke,"centerpoint energy houston electric, llc",,f1_steam
68,h.o. clarke,"centerpoint energy houston electric, llc",0.0,f1_steam
68,limestone,"centerpoint energy houston electric, llc",1626.8,f1_steam
68,not applicable,"centerpoint energy houston electric, llc",0.0,f1_gnrt_plant
68,p h robinson,"centerpoint energy houston electric, llc",2314.5,f1_steam
68,p. h. robinson,"centerpoint energy houston electric, llc",,f1_steam
68,p.h. robinson,"centerpoint energy houston electric, llc",2314.5,f1_steam
68,pages 410 - 411 intentionally left blank.,"centerpoint energy houston electric, llc",0.0,f1_gnrt_plant
68,phrobinson,"centerpoint energy houston electric, llc",16.32,f1_steam
68,s r bertron,"centerpoint energy houston electric, llc",875.3,f1_steam
68,s. r. bertron,"centerpoint energy houston electric, llc",875.26,f1_steam
68,s.r. bertron,"centerpoint energy houston electric, llc",826.3,f1_steam
68,s.r.berton,"centerpoint energy houston electric, llc",826.3,f1_steam
68,s.texas project,"centerpoint energy houston electric, llc",834.3,f1_steam
68,san jacinto,"centerpoint energy houston electric, llc",176.4,f1_steam
68,san jacinto facility,"centerpoint energy houston electric, llc",176.4,f1_steam
68,so. texas project,"centerpoint energy houston electric, llc",808.1,f1_steam
68,south texas proj.,"centerpoint energy houston electric, llc",834.26,f1_steam
68,south texas project,"centerpoint energy houston electric, llc",809.85,f1_steam
68,sr bertron,"centerpoint energy houston electric, llc",48.96,f1_steam
68,t h wharton,"centerpoint energy houston electric, llc",1421.52,f1_steam
68,t. h. wharton,"centerpoint energy houston electric, llc",1421.52,f1_steam
68,t.h. wharton,"centerpoint energy houston electric, llc",474.0,f1_steam
68,t.h.wharton,"centerpoint energy houston electric, llc",474.0,f1_steam
68,w a parish,"centerpoint energy houston electric, llc",3969.12,f1_steam
68,w. a. parish,"centerpoint energy houston electric, llc",3969.12,f1_steam
68,w.a. parish,"centerpoint energy houston electric, llc",3952.8,f1_steam
68,w.a.parish,"centerpoint energy houston electric, llc",3952.8,f1_steam
68,webster,"centerpoint energy houston electric, llc",410.04,f1_steam
69,agency st.,ies utilities inc.,92.0,f1_steam
69,agency street,ies utilities inc.,70.5,f1_steam
69,ames,ies utilities inc.,2.0,f1_gnrt_plant
69,anamosa,ies utilities inc.,0.24,f1_gnrt_plant
69,burlington,ies utilities inc.,211.95,f1_steam
69,centerville,ies utilities inc.,52.2,f1_steam
69,daec - 100%,ies utilities inc.,597.15,f1_steam
69,daec - 70%,ies utilities inc.,418.01,f1_steam
69,daec 100%,ies utilities inc.,597.15,f1_steam
69,daec 70%,ies utilities inc.,418.01,f1_steam
69,daec-100%,ies utilities inc.,597.15,f1_steam
69,daec-70%,ies utilities inc.,418.01,f1_steam
69,diesel plants,ies utilities inc.,0.0,f1_gnrt_plant
69,diesel plants:,ies utilities inc.,,f1_gnrt_plant
69,george neal #3,ies utilities inc.,153.95,f1_steam
69,grinnell,ies utilities inc.,44.6,f1_steam
69,hydro plants,ies utilities inc.,0.0,f1_gnrt_plant
69,hydro plants:,ies utilities inc.,,f1_gnrt_plant
69,iowa falls,ies utilities inc.,0.65,f1_gnrt_plant
69,maquoketa,ies utilities inc.,1.36,f1_gnrt_plant
69,marshalltown,ies utilities inc.,202.2,f1_steam
69,ottumwa,ies utilities inc.,387.12,f1_steam
69,prairie creek #4,ies utilities inc.,148.75,f1_steam
69,"prairie creek 1,2,3",ies utilities inc.,96.0,f1_steam
69,prairie creek 4,ies utilities inc.,148.75,f1_steam
69,"prcr 1,2,3",ies utilities inc.,96.0,f1_steam
69,red cedar,ies utilities inc.,22.5,f1_steam
69,sixth street,ies utilities inc.,84.75,f1_steam
69,sixth street (cont),ies utilities inc.,0.0,f1_steam
69,sixth street cont.,ies utilities inc.,0.0,f1_steam
69,sutherland,ies utilities inc.,156.6,f1_steam
69,total diesel,ies utilities inc.,13.0,f1_gnrt_plant
69,total diesel....................................,ies utilities inc.,13.0,f1_gnrt_plant
69,total hydro,ies utilities inc.,2.25,f1_gnrt_plant
69,total hydro.....................................,ies utilities inc.,2.25,f1_gnrt_plant
69,total small plants,ies utilities inc.,15.25,f1_gnrt_plant
69,total small plants..............................,ies utilities inc.,15.25,f1_gnrt_plant
70,jim bridg,idaho power company,678.08,f1_steam
71,baldwin,illinois power company,1892.05,f1_steam
71,clinton,illinois power company,854.77,f1_steam
71,havana,illinois power company,718.48,f1_steam
71,hennepin,illinois power company,306.25,f1_steam
71,none,illinois power company,0.0,f1_gnrt_plant
71,oglesby,illinois power company,70.21,f1_steam
71,stallings,illinois power company,95.2,f1_steam
71,state farm and other,illinois power company,5.25,f1_steam
71,tilton,illinois power company,183.9,f1_steam
71,vermilion,illinois power company,182.3,f1_steam
71,wood river,illinois power company,650.1,f1_steam
72,clfity creek,indiana-kentucky electric corporation,1303.6,f1_steam
73,4th street ( leased from the city,indiana michigan power company,,f1_gnrt_plant
73,"4th street (leased from city of fort wayne, in)",indiana michigan power company,18.0,f1_gnrt_plant
73,4th street (leased from the city,indiana michigan power company,0.0,f1_gnrt_plant
73,4th street (leased from the city of,indiana michigan power company,,f1_gnrt_plant
73,4th street leased from the city,indiana michigan power company,0.0,f1_gnrt_plant
73,breed,indiana michigan power company,496.0,f1_steam
73,breed plant,indiana michigan power company,496.0,f1_steam
73,buchanan (project # 2551),indiana michigan power company,4.1,f1_gnrt_plant
73,buchanan (project no. 2551),indiana michigan power company,4.1,f1_gnrt_plant
73,constantine (project # 10661),indiana michigan power company,1.2,f1_gnrt_plant
73,constantine (project no. 10661),indiana michigan power company,1.2,f1_gnrt_plant
73,d. c. cook,indiana michigan power company,2285.0,f1_steam
73,d.c. cook,indiana michigan power company,2285.0,f1_steam
73,donald c. cook,indiana michigan power company,2285.0,f1_steam
73,elkart (project no. 2651),indiana michigan power company,3.4,f1_gnrt_plant
73,elkhart (project # 2651),indiana michigan power company,3.44,f1_gnrt_plant
73,"fort wayne, indiana)",indiana michigan power company,17.5,f1_gnrt_plant
73,gas turbine,indiana michigan power company,0.0,f1_gnrt_plant
73,hydro,indiana michigan power company,0.0,f1_gnrt_plant
73,"lawton park (leased from city of fort wayne, in)",indiana michigan power company,22.0,f1_gnrt_plant
73,mottville (project # 401),indiana michigan power company,1.6,f1_gnrt_plant
73,mottville (project no.401),indiana michigan power company,1.6,f1_gnrt_plant
73,"of fort wayne, indiana)",indiana michigan power company,17.5,f1_gnrt_plant
73,"of ft. wayne, indiana)",indiana michigan power company,17.5,f1_gnrt_plant
73,rockport,indiana michigan power company,1300.0,f1_steam
73,rockport total plt,indiana michigan power company,2600.0,f1_steam
73,rockport u1 i&m,indiana michigan power company,650.0,f1_steam
73,rockport u2 i&m,indiana michigan power company,650.0,f1_steam
73,rockport-total plt,indiana michigan power company,2600.0,f1_steam
73,steam,indiana michigan power company,0.0,f1_gnrt_plant
73,tanner's creek,indiana michigan power company,995.0,f1_steam
73,tanners creek,indiana michigan power company,1100.0,f1_steam
73,twin branch (project # 2579),indiana michigan power company,7.3,f1_gnrt_plant
73,twin branch (project no. 2579),indiana michigan power company,7.3,f1_gnrt_plant
74,e. w. stout,indianapolis power & light company,773.12,f1_steam
74,e.w. stout,indianapolis power & light company,773.13,f1_steam
74,h. t. pritchard,indianapolis power & light company,393.63,f1_steam
74,h.t pritchard,indianapolis power & light company,2.75,f1_gnrt_plant
74,h.t. pritchard,indianapolis power & light company,393.64,f1_steam
74,internal combustion:,indianapolis power & light company,0.0,f1_gnrt_plant
74,perry k,indianapolis power & light company,20.0,f1_steam
74,perry k & w,indianapolis power & light company,31.63,f1_steam
74,steam plant,indianapolis power & light company,0.0,f1_gnrt_plant
75,dubuque,interstate power company,4.0,f1_gnrt_plant
75,"dubuque, ia",interstate power company,81.3,f1_steam
75,"fox lake, mn",interstate power company,104.6,f1_steam
75,"foxlake,mn",interstate power company,29.4,f1_steam
75,hills,interstate power company,2.0,f1_gnrt_plant
75,internal combustion:,interstate power company,0.0,f1_gnrt_plant
75,lansing,interstate power company,2.0,f1_gnrt_plant
75,"lansing, ia",interstate power company,338.5,f1_steam
75,"lansing,ia",interstate power company,338.5,f1_steam
75,"lime creek, ia",interstate power company,82.8,f1_steam
75,"louisa, ia",interstate power company,29.5,f1_steam
75,"m. l. kapp, ia",interstate power company,237.2,f1_steam
75,"m.l. kapp, ia",interstate power company,237.2,f1_steam
75,"montgomerty, mn",interstate power company,29.4,f1_steam
75,"montgomery, mn",interstate power company,29.4,f1_steam
75,"neal , ia",interstate power company,137.8,f1_steam
75,"neal, ia",interstate power company,137.8,f1_steam
75,new albin,interstate power company,0.7,f1_gnrt_plant
75,rushford,interstate power company,2.0,f1_gnrt_plant
76,coralville,iowa-illinois gas and electric company,72.0,f1_steam
76,council bluffs #3,iowa-illinois gas and electric company,725.9,f1_steam
76,louisa unit #1,iowa-illinois gas and electric company,738.09,f1_steam
76,moline conventional hydro,iowa-illinois gas and electric company,3.6,f1_gnrt_plant
76,moline station,iowa-illinois gas and electric company,72.0,f1_steam
76,neal #3,iowa-illinois gas and electric company,549.8,f1_steam
76,ottumwa unit #1,iowa-illinois gas and electric company,725.9,f1_steam
76,quad-cities,iowa-illinois gas and electric company,1656.6,f1_steam
76,riverside station,iowa-illinois gas and electric company,141.0,f1_steam
77,common expense,jersey central power & light company,,f1_steam
77,common expenses,jersey central power & light company,0.0,f1_steam
77,gilbert,jersey central power & light company,126.1,f1_steam
77,gilbert #9,jersey central power & light company,163.0,f1_steam
77,gilbert 1-4,jersey central power & light company,95.2,f1_steam
77,gilbert 9,jersey central power & light company,163.0,f1_steam
77,glen gardener,jersey central power & light company,156.8,f1_steam
77,glen gardner,jersey central power & light company,156.8,f1_steam
77,keystone,jersey central power & light company,312.0,f1_steam
77,n/a,jersey central power & light company,0.0,f1_gnrt_plant
77,none.,jersey central power & light company,0.0,f1_steam
77,oyster creek,jersey central power & light company,650.0,f1_steam
77,sayreville,jersey central power & light company,346.8,f1_steam
77,see note on p. 450,jersey central power & light company,0.0,f1_steam
77,tmi unit #1,jersey central power & light company,218.0,f1_steam
77,werner,jersey central power & light company,60.0,f1_steam
78,london,kanawha valley power company,14.4,f1_hydro
78,marmet,kanawha valley power company,14.4,f1_hydro
78,winfield,kanawha valley power company,14.8,f1_hydro
79,0,kansas city power & light company,0.0,f1_steam
79,0.000,kansas city power & light company,0.0,f1_steam
79,0.0000,kansas city power & light company,0.0,f1_steam
79,grand ave.,kansas city power & light company,60.0,f1_steam
79,hawthorn,kansas city power & light company,515.0,f1_steam
79,hawthorn 6,kansas city power & light company,170.0,f1_steam
79,hawthorn 6/9,kansas city power & light company,0.0,f1_steam
79,hawthorn 7/8,kansas city power & light company,0.0,f1_steam
79,na,kansas city power & light company,,f1_gnrt_plant
79,wolf ck,kansas city power & light company,581.0,f1_steam
79,wolf ck.,kansas city power & light company,581.0,f1_steam
80,gordan evans,kansas gas and electric company,525.7,f1_steam
80,gordons evans,kansas gas and electric company,525.7,f1_steam
80,jeffrey,kansas gas and electric company,2160.0,f1_steam
80,la cygne #1,kansas gas and electric company,436.5,f1_steam
80,la cygne #1 50%,kansas gas and electric company,436.5,f1_steam
80,la cygne #2,kansas gas and electric company,342.6,f1_steam
80,la cygne #2 50%,kansas gas and electric company,342.59,f1_steam
80,la cygne no. 1,kansas gas and electric company,446.7,f1_steam
80,la cygne no. 2,kansas gas and electric company,342.6,f1_steam
80,la cygne total,kansas gas and electric company,1558.2,f1_steam
80,lacygne,kansas gas and electric company,1558.2,f1_steam
80,lacygne #1,kansas gas and electric company,446.7,f1_steam
80,lacygne #2,kansas gas and electric company,342.6,f1_steam
80,westar wind (wind turbines),kansas gas and electric company,0.3,f1_gnrt_plant
80,wichita (diesel),kansas gas and electric company,2.9,f1_gnrt_plant
80,wolf creek,kansas gas and electric company,1235.8,f1_steam
80,wolf creek 100%,kansas gas and electric company,1235.8,f1_steam
82,(hydro) project #539,kentucky utilities company,2.0,f1_gnrt_plant
82,(hydroelectric facility),kentucky utilities company,0.0,f1_gnrt_plant
82,0,kentucky utilities company,0.0,f1_steam
82,0.0000,kentucky utilities company,0.0,f1_steam
82,all plants,kentucky utilities company,0.0,f1_steam
82,blank page,kentucky utilities company,0.0,f1_hydro
82,e.w. brown,kentucky utilities company,740.0,f1_steam
82,e.w. brown-ct,kentucky utilities company,504.0,f1_steam
82,ew brown-ct,kentucky utilities company,357.0,f1_steam
82,ew brown-gt,kentucky utilities company,119.0,f1_steam
82,ewbrown,kentucky utilities company,739.53,f1_steam
82,heafling,kentucky utilities company,62.1,f1_steam
82,ku park,kentucky utilities company,37.5,f1_steam
82,ku park/pineville,kentucky utilities company,37.5,f1_steam
82,pineville,kentucky utilities company,38.0,f1_steam
82,pineville/ku park,kentucky utilities company,37.5,f1_steam
82,u.s. gov't. lock #7,kentucky utilities company,0.0,f1_gnrt_plant
82,"us government lock #7, project 539",kentucky utilities company,2.04,f1_gnrt_plant
82,usg lock #7 hydro project 539,kentucky utilities company,2.04,f1_gnrt_plant
84,lockhart hydro,lockhart power company,12.3,f1_hydro
85,(1) information for columns (h) - (i) is,national grid generation llc,0.0,f1_gnrt_plant
85,(1) information for columns (h) - (j) is,national grid generation llc,0.0,f1_gnrt_plant
85,(1)-information for columns (h)-(l) is combined,national grid generation llc,0.0,f1_gnrt_plant
85,combined with e. hampton gas turbine on,national grid generation llc,0.0,f1_gnrt_plant
85,e. f. barrett,national grid generation llc,350.0,f1_steam
85,e.f. barrett,national grid generation llc,350.0,f1_steam
85,east hampton diesel (1),national grid generation llc,6.0,f1_gnrt_plant
85,easthampton diesel (1),national grid generation llc,6.0,f1_gnrt_plant
85,information for columns (h) - (j) is combined,national grid generation llc,0.0,f1_gnrt_plant
85,information for columns (h)-(l) are combined,national grid generation llc,0.0,f1_gnrt_plant
85,nine mile,national grid generation llc,0.0,f1_steam
85,nine mile point 2,national grid generation llc,0.0,f1_steam
85,pg. 403.2,national grid generation llc,0.0,f1_gnrt_plant
85,port jeff,national grid generation llc,15.0,f1_steam
85,southamptn,national grid generation llc,11.0,f1_steam
85,southamptom,national grid generation llc,0.0,f1_steam
85,southampton,national grid generation llc,12.0,f1_steam
85,wading river,national grid generation llc,242.0,f1_steam
85,with e hampton gas turbine on pg 403.2,national grid generation llc,0.0,f1_gnrt_plant
85,with e. hampton gas turbine on page 403.2.,national grid generation llc,0.0,f1_gnrt_plant
85,with east hampton gas turbine page 403-b,national grid generation llc,0.0,f1_gnrt_plant
86,n/a,"long sault, inc.",0.0,f1_steam
86,not applicable,"long sault, inc.",,f1_steam
87,homer,el investment company,7.0,f1_steam
87,jonesboro,el investment company,13.0,f1_steam
87,lake providence,el investment company,11.0,f1_steam
87,rayville,el investment company,9.0,f1_steam
87,sterlingtn,el investment company,480.0,f1_steam
87,thibodaux 9,el investment company,21.0,f1_steam
87,thibodx,el investment company,21.0,f1_steam
88,-,louisville gas and electric company,0.0,f1_hydro
88,e. w. brown,louisville gas and electric company,125.0,f1_steam
88,trimble,louisville gas and electric company,425.0,f1_steam
88,trimble co,louisville gas and electric company,425.0,f1_steam
89,kewaunee power plant,madison gas and electric company,99.7,f1_steam
89,potable generators,madison gas and electric company,0.0,f1_steam
89,sycamore,madison gas and electric company,37.5,f1_steam
89,wind gen.,madison gas and electric company,0.0,f1_steam
89,wind generator,madison gas and electric company,0.0,f1_steam
91,caribou,maine public service company,7.1,f1_gnrt_plant
91,caribou unit #1,maine public service company,7.5,f1_gnrt_plant
91,caribou unit #2,maine public service company,11.5,f1_gnrt_plant
91,diesel,maine public service company,0.0,f1_gnrt_plant
91,flo's inn,maine public service company,6.0,f1_gnrt_plant
91,houlton,maine public service company,1.0,f1_gnrt_plant
91,hydraulic,maine public service company,0.0,f1_gnrt_plant
91,not applicable,maine public service company,0.0,f1_steam
91,reservoir,maine public service company,0.0,f1_gnrt_plant
91,reservoirs,maine public service company,0.0,f1_gnrt_plant
91,squa pan,maine public service company,1.5,f1_gnrt_plant
91,steam,maine public service company,0.0,f1_gnrt_plant
91,w. f. wyman unit #4,maine public service company,21.2,f1_gnrt_plant
91,w.f. wyman #4,maine public service company,20.7,f1_gnrt_plant
91,w.f. wyman unit #4,maine public service company,20.7,f1_gnrt_plant
92,maine yankee,maine yankee atomic power company,920.0,f1_steam
94,l1,"maui electric company, limited",1.18,f1_gnrt_plant
94,l2,"maui electric company, limited",1.18,f1_gnrt_plant
94,l4,"maui electric company, limited",0.4,f1_gnrt_plant
94,not applicable,"maui electric company, limited",0.0,f1_steam
94,total-lanai city & miki basin plants,"maui electric company, limited",0.0,f1_gnrt_plant
94,total-molokai,"maui electric company, limited",0.0,f1_gnrt_plant
95,big stone cont.,"mdu resources group, inc.",0.0,f1_steam
95,coyote i,"mdu resources group, inc.",414.6,f1_steam
95,r. m. heskett,"mdu resources group, inc.",86.0,f1_steam
95,r.m.heskett contin.,"mdu resources group, inc.",,f1_steam
95,williston-gas turbine,"mdu resources group, inc.",7.8,f1_gnrt_plant
96,common expenses,metropolitan edison company,0.0,f1_steam
96,conemaugh,metropolitan edison company,307.9,f1_steam
96,conemaugh - internal combustion,metropolitan edison company,0.0,f1_gnrt_plant
96,conemaugh station,metropolitan edison company,1.8,f1_gnrt_plant
96,hamilton,metropolitan edison company,19.6,f1_steam
96,hunterstown,metropolitan edison company,58.8,f1_steam
96,internal combustion,metropolitan edison company,0.0,f1_gnrt_plant
96,internal combustion - conemaugh station,metropolitan edison company,1.8,f1_gnrt_plant
96,mountain,metropolitan edison company,53.2,f1_steam
96,n/a,metropolitan edison company,0.0,f1_hydro
96,orrtanna,metropolitan edison company,19.6,f1_steam
96,portland,metropolitan edison company,426.7,f1_steam
96,portland 3 & 4,metropolitan edison company,37.6,f1_steam
96,portland 5,metropolitan edison company,168.6,f1_steam
96,see note on page 450,metropolitan edison company,0.0,f1_steam
96,shawnee,metropolitan edison company,19.6,f1_steam
96,sold in 1999 - see page 402,metropolitan edison company,0.0,f1_gnrt_plant
96,three mile isld #1,metropolitan edison company,436.0,f1_steam
96,titus,metropolitan edison company,225.0,f1_steam
96,tmi #1,metropolitan edison company,436.0,f1_steam
96,tolna,metropolitan edison company,53.2,f1_steam
97,council bluffs #1,midwest power systems inc.,42.0,f1_steam
97,council bluffs #2,midwest power systems inc.,82.0,f1_steam
97,council bluffs #3,midwest power systems inc.,726.0,f1_steam
97,electrifarm,midwest power systems inc.,220.0,f1_steam
97,louisa,midwest power systems inc.,738.0,f1_steam
97,merl parr,midwest power systems inc.,34.0,f1_steam
97,neal #1,midwest power systems inc.,147.0,f1_steam
97,neal #2,midwest power systems inc.,349.0,f1_steam
97,neal #3,midwest power systems inc.,550.0,f1_steam
97,neal #4,midwest power systems inc.,640.0,f1_steam
97,ottumwa,midwest power systems inc.,726.0,f1_steam
97,pleasant hill,midwest power systems inc.,174.0,f1_steam
97,river hill,midwest power systems inc.,124.0,f1_steam
97,sycamore,midwest power systems inc.,156.0,f1_steam
98,"all other hydro misc. plant, resv, etc.","allete, inc.",,f1_gnrt_plant
98,"all other hydro misc. plant, resv., etc.","allete, inc.",0.0,f1_gnrt_plant
98,all other hydro miscellaneous plant,"allete, inc.",,f1_gnrt_plant
98,blandard,"allete, inc.",18.0,f1_hydro
98,hibbard (#3),"allete, inc.",33.0,f1_steam
98,hibbard (3&4),"allete, inc.",70.5,f1_steam
98,hibbard(#3),"allete, inc.",33.0,f1_steam
98,knife falls ferc project no 2360,"allete, inc.",2.4,f1_gnrt_plant
98,sylan ferc project no. 2454,"allete, inc.",1.8,f1_gnrt_plant
98,taconite hrb non-reg,"allete, inc.",225.0,f1_steam
99,general,mississippi power company,0.0,f1_steam
99,greene co,mississippi power company,227.0,f1_steam
99,greene co.,mississippi power company,227.0,f1_steam
99,see page 403,mississippi power company,,f1_steam
99,std oil1-5,mississippi power company,170.0,f1_steam
99,std.oil1-5,mississippi power company,170.0,f1_steam
99,sweatt a,mississippi power company,42.0,f1_steam
99,watson a,mississippi power company,42.0,f1_steam
99,watson continued,mississippi power company,0.0,f1_steam
100,* natchez,"entergy mississippi, inc.",66.0,f1_steam
100,gerald and,"entergy mississippi, inc.",781.0,f1_steam
101,*fort martin (2),monongahela power company,259.2,f1_steam
101,albright (1),monongahela power company,209.25,f1_steam
101,fort martin (2),monongahela power company,259.2,f1_steam
101,harrison (3),monongahela power company,513.0,f1_steam
101,hatfield's ferry (4),monongahela power company,475.2,f1_steam
101,pleasants (5),monongahela power company,342.0,f1_steam
102,black eagle,"montana power company, the",21.0,f1_hydro
102,cochrane,"montana power company, the",60.0,f1_hydro
102,colstrip 1 & 2,"montana power company, the",666.0,f1_steam
102,colstrip 1&2,"montana power company, the",666.0,f1_steam
102,colstrip 3 & 4,"montana power company, the",1552.0,f1_steam
102,colstrip 3&4,"montana power company, the",1436.0,f1_steam
102,colstrip 4,"montana power company, the",232.8,f1_steam
102,flint creek,"montana power company, the",1.1,f1_gnrt_plant
102,frank bird,"montana power company, the",69.0,f1_steam
102,grant village,"montana power company, the",3.2,f1_gnrt_plant
102,hauser,"montana power company, the",17.0,f1_hydro
102,hebgen,"montana power company, the",0.0,f1_gnrt_plant
102,holter,"montana power company, the",48.0,f1_hydro
102,hydro:,"montana power company, the",0.0,f1_gnrt_plant
102,internal combustion:,"montana power company, the",0.0,f1_gnrt_plant
102,j. e. corette,"montana power company, the",163.0,f1_steam
102,j.e. corette,"montana power company, the",163.0,f1_steam
102,kerr,"montana power company, the",182.5,f1_hydro
102,lake,"montana power company, the",2.8,f1_gnrt_plant
102,madison,"montana power company, the",9.0,f1_gnrt_plant
102,madison dike,"montana power company, the",0.0,f1_gnrt_plant
102,milltown,"montana power company, the",3.4,f1_gnrt_plant
102,morony,"montana power company, the",50.0,f1_hydro
102,mystic lake,"montana power company, the",12.5,f1_hydro
102,old faithful,"montana power company, the",2.0,f1_gnrt_plant
102,other:,"montana power company, the",0.0,f1_gnrt_plant
102,rainbow,"montana power company, the",41.6,f1_hydro
102,renewable energy demo wind project,"montana power company, the",0.0,f1_gnrt_plant
102,ryan,"montana power company, the",60.0,f1_hydro
102,thompson falls,"montana power company, the",30.0,f1_hydro
102,tower falls,"montana power company, the",1.0,f1_gnrt_plant
102,yellowstone nat'l park:,"montana power company, the",0.0,f1_gnrt_plant
102,yellowstone national park:,"montana power company, the",,f1_gnrt_plant
104,#,montaup electric company,,f1_steam
104,canal #2,montaup electric company,265.0,f1_steam
104,canal #2 (4),montaup electric company,265.0,f1_steam
104,millstone,montaup electric company,50.24,f1_steam
104,millstone #3,montaup electric company,50.24,f1_steam
104,millstone #3 4.009%,montaup electric company,50.24,f1_steam
104,millstone 3 4.009%,montaup electric company,46.0,f1_steam
104,millstone unit #3,montaup electric company,50.24,f1_steam
104,seabrook #1,montaup electric company,34.71,f1_steam
104,seabrook 1,montaup electric company,34.71,f1_steam
104,seabrook 2.89989%,montaup electric company,35.0,f1_steam
104,somerset station,montaup electric company,194.0,f1_steam
104,somerset station (3),montaup electric company,42.4,f1_steam
104,somerset-j1 & j2,montaup electric company,50.0,f1_steam
104,somerset-unit # 6,montaup electric company,116.0,f1_steam
104,wyman #4 (5) (8),montaup electric company,16.62,f1_steam
104,wyman #4 2.6284%,montaup electric company,17.0,f1_steam
104,wyman 4,montaup electric company,16.62,f1_steam
106,bear creek - project 2698,nantahala power and light company,9.0,f1_gnrt_plant
106,bryson - project 2601,nantahala power and light company,1.0,f1_gnrt_plant
106,cedar cliff - project 2698,nantahala power and light company,6.0,f1_gnrt_plant
106,dillsboro - project 2602,nantahala power and light company,0.0,f1_gnrt_plant
106,franklin - project 2603,nantahala power and light company,1.0,f1_gnrt_plant
106,hydro plants:,nantahala power and light company,0.0,f1_gnrt_plant
106,mission - project 2619,nantahala power and light company,2.0,f1_gnrt_plant
106,nantahala,nantahala power and light company,43.0,f1_hydro
106,queen's creek - project 2694,nantahala power and light company,1.0,f1_gnrt_plant
106,tennessee creek,nantahala power and light company,11.0,f1_hydro
106,thorpe,nantahala power and light company,22.0,f1_hydro
106,tuckasegee - project 2686,nantahala power and light company,3.0,f1_gnrt_plant
107,9/92. the units were deactivated in,the narragansett electric company,0.0,f1_gnrt_plant
107,brayton,the narragansett electric company,0.0,f1_steam
107,electric in 1994,the narragansett electric company,0.0,f1_gnrt_plant
107,electric in 1994.,the narragansett electric company,,f1_gnrt_plant
